;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 2 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;2;Galaxy Knights;4;5;Cambridge Hornets;Gold;¼;2
Belief NTS 2 2015;MXO;Galaxy Knights;1;Jen;Lee;F;1;Galaxy Knights;4;5;Cambridge Hornets;Gold;¼;2
Belief NTS 2 2015;MXO;Galaxy Knights;0;Stuart;Bussell;M;1;Galaxy Knights;4;5;Hot Custard;Silver;Semifinal;2
Belief NTS 2 2015;MXO;Galaxy Knights;11;Tim;Hughes;M;1;Galaxy Knights;4;5;Hot Custard;Silver;Semifinal;2
Belief NTS 2 2015;MXO;Galaxy Knights;19;Dafs;Woodward;M;1;Galaxy Knights;4;5;Hot Custard;Silver;Semifinal;2
Belief NTS 2 2015;MXO;Galaxy Knights;28;Dougie;Benzie;M;;;;;;;;
Belief NTS 2 2015;MXO;Galaxy Knights;55;Amy;Russell;M;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 3 2015;MXO;Galaxy Knights;44;Katie;Anderson;F;1;Galaxy Knights;6;3;Gower Dragons;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;6;3;Gower Dragons;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;0;Stuart;Bussell;M;2;Galaxy Knights;6;3;Gower Dragons;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;31;Ceire;Costelloe;F;1;Galaxy Knights;6;3;Gower Dragons;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;11;Tim;Hughes;M;1;Galaxy Knights;6;3;Gower Dragons;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;31;Ceire;Costelloe;F;1;Galaxy Knights;3;4;Bareback Riders;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;5;Nathan;Bourke;M;2;Galaxy Knights;3;4;Bareback Riders;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;14;Shaun;Bengston;M;1;Galaxy Knights;6;3;Manchester Chargers;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;0;Stuart;Bussell;M;2;Galaxy Knights;6;3;Manchester Chargers;Gold;Pool C;4
Belief NTS 3 2015;MXO;Galaxy Knights;5;Nathan;Bourke;M;1;Galaxy Knights;6;3;Manchester Chargers;Gold;Pool C;4
